Time,Type,Length
12921681979000,MWr,40
12921682014000,MWr,40
12921682053000,MWr,40
12921682088000,MWr,40
12921682123000,MWr,40
12921682158000,MWr,40
12921682193000,MWr,40
12921682228000,MWr,40
12921682263000,MWr,40
12921682298000,MWr,40
12921682337000,MWr,40
12921682372000,MWr,40
12921682407000,MWr,40
12921682442000,MWr,40
12921682477000,MWr,40
12921682512000,MWr,40
12921682547000,MWr,40
12921682588000,MWr,40
12921682623000,MWr,40
12921682658000,MWr,40
12921682693000,MWr,40
12921682728000,MWr,40
12921682763000,MWr,40
12921682798000,MWr,40
12921682837000,MWr,40
12921682872000,MWr,40
12921682907000,MWr,40
12921682942000,MWr,40
12921682977000,MWr,40
12921683012000,MWr,40
12921683047000,MWr,40
12921683082000,MWr,40
12921683121000,MWr,40
12921683156000,MWr,40
12921683191000,MWr,40
12921683226000,MWr,40
12921683261000,MWr,40
12921683296000,MWr,40
12921683331000,MWr,40
12921683372000,MWr,40
12921683407000,MWr,40
12921683442000,MWr,40
12921683477000,MWr,40
12921683512000,MWr,40
12921683547000,MWr,40
12921683582000,MWr,40
12921683621000,MWr,40
12921683656000,MWr,40
12921683691000,MWr,40
12921683726000,MWr,40
12921683761000,MWr,40
12921683796000,MWr,40
12921683831000,MWr,40
12921683882000,MWr,40
12921683917000,MWr,40
12921683952000,MWr,40
12921683987000,MWr,40
12921693788000,MWr,40
12921693823000,MWr,40
12921693858000,MWr,40
12921693893000,MWr,40
12921693928000,MWr,40
12921693963000,MWr,40
12921693998000,MWr,40
12921694033000,MWr,40
12921694072000,MWr,40
12921694107000,MWr,40
12921694142000,MWr,40
12921694179000,MWr,40
12921694212000,MWr,40
12921694249000,MWr,40
12921694284000,MWr,40
12921694323000,MWr,40
12921694358000,MWr,40
12921694393000,MWr,40
12921694428000,MWr,40
12921694463000,MWr,40
12921694498000,MWr,40
12921694533000,MWr,40
12921694572000,MWr,40
12921694607000,MWr,40
12921694642000,MWr,40
12921694677000,MWr,40
12921694712000,MWr,40
12921694747000,MWr,40
12921694782000,MWr,40
12921694817000,MWr,40
12921694856000,MWr,40
12921694891000,MWr,40
12921694926000,MWr,40
12921694961000,MWr,40
12921694996000,MWr,40
12921695031000,MWr,40
12921695066000,MWr,40
12921695105000,MWr,40
12921695140000,MWr,40
12921695175000,MWr,40
12921695212000,MWr,40
12921695245000,MWr,40
12921695282000,MWr,40
12921695317000,MWr,40
12921695356000,MWr,40
12921695391000,MWr,40
12921695426000,MWr,40
12921695461000,MWr,40
12921695496000,MWr,40
12921695531000,MWr,40
12921695566000,MWr,40
12921695601000,MWr,40
12921695640000,MWr,40
12921695675000,MWr,40
12921695710000,MWr,40
12921695745000,MWr,40
12921695780000,MWr,40
12921695815000,MWr,40
12921695850000,MWr,40
12921695889000,MWr,40
12921695934000,MWr,40
12921695969000,MWr,40
12921696004000,MWr,40
12921696039000,MWr,40
12921696074000,MWr,40
12921696109000,MWr,40
12921696148000,MWr,40
12921696183000,MWr,40
12921696218000,MWr,40
12921696253000,MWr,40
12921696288000,MWr,40
12921696323000,MWr,40
12921696358000,MWr,40
12921696399000,MWr,40
12921696434000,MWr,40
12921696469000,MWr,40
12921696504000,MWr,40
12921696539000,MWr,40
12921696574000,MWr,40
12921696609000,MWr,40
12921696644000,MWr,40
12921696683000,MWr,40
12921696718000,MWr,40
12921696753000,MWr,40
12921696788000,MWr,40
12921696823000,MWr,40
12921696858000,MWr,40
12921696893000,MWr,40
12921696932000,MWr,40
12921696967000,MWr,40
12921697002000,MWr,40
12921697037000,MWr,40
12921697072000,MWr,40
12921697107000,MWr,40
12921697142000,MWr,40
12921697181000,MWr,40
12921697216000,MWr,40
12921697251000,MWr,40
12921697286000,MWr,40
12921697321000,MWr,40
12921697356000,MWr,40
12921697391000,MWr,40
12921697426000,MWr,40
12921697465000,MWr,40
12921697500000,MWr,40
12921697535000,MWr,40
12921697570000,MWr,40
12921697605000,MWr,40
12921697640000,MWr,40
12921697675000,MWr,40
12921697714000,MWr,40
12921697749000,MWr,40
12921697784000,MWr,40
12921697819000,MWr,40
12921697856000,MWr,40
12921697889000,MWr,40
12921697926000,MWr,40
12921697965000,MWr,40
12921698000000,MWr,40
12921698035000,MWr,40
12921698070000,MWr,40
12921698105000,MWr,40
12921698140000,MWr,40
12921698175000,MWr,40
12921698214000,MWr,40
12921698249000,MWr,40
12921698284000,MWr,40
12921698319000,MWr,40
12921698354000,MWr,40
12921698389000,MWr,40
12921698424000,MWr,40
12921698459000,MWr,40
12921698498000,MWr,40
12921698533000,MWr,40
12921698568000,MWr,40
12921698603000,MWr,40
12921698638000,MWr,40
12921698673000,MWr,40
12921698708000,MWr,40
12921698747000,MWr,40
12921698782000,MWr,40
12921698817000,MWr,40
12921698852000,MWr,40
12921698887000,MWr,40
12921698934000,MWr,40
12921698969000,MWr,40
12921699008000,MWr,40
12921699043000,MWr,40
12921699078000,MWr,40
12921699113000,MWr,40
12921699148000,MWr,40
12921699183000,MWr,40
12921699218000,MWr,40
12921699257000,MWr,40
12921699292000,MWr,40
12921699327000,MWr,40
12921699362000,MWr,40
12921699397000,MWr,40
12921699432000,MWr,40
12921699467000,MWr,40
12921699502000,MWr,40
12921699541000,MWr,40
12921699578000,MWr,40
12921699611000,MWr,40
12921699646000,MWr,40
12921699681000,MWr,40
12921699716000,MWr,40
12921699753000,MWr,40
12921699792000,MWr,40
12921699827000,MWr,40
12921699862000,MWr,40
12921699897000,MWr,40
12921699932000,MWr,40
12921699967000,MWr,40
12921700002000,MWr,40
12921700041000,MWr,40
12921700076000,MWr,40
12921700111000,MWr,40
12921700146000,MWr,40
12921700181000,MWr,40
12921700216000,MWr,40
12921700251000,MWr,40
12921700286000,MWr,40
12921700325000,MWr,40
12921700360000,MWr,40
12921700395000,MWr,40
12921700430000,MWr,40
12921700465000,MWr,40
12921700500000,MWr,40
12921700535000,MWr,40
12921700574000,MWr,40
12921700609000,MWr,40
12921700644000,MWr,40
12921700679000,MWr,40
12921700714000,MWr,40
12921700749000,MWr,40
12921700784000,MWr,40
12921700823000,MWr,40
12921700858000,MWr,40
12921700893000,MWr,40
12921700928000,MWr,40
12921700963000,MWr,40
12921700998000,MWr,40
12921701033000,MWr,40
12921701068000,MWr,40
12921701107000,MWr,40
12921701142000,MWr,40
12921701177000,MWr,40
12921701212000,MWr,40
12921701247000,MWr,40
12921701282000,MWr,40
12921701317000,MWr,40
12921701356000,MWr,40
12921701391000,MWr,40
12921701426000,MWr,40
12921701461000,MWr,40
12921701496000,MWr,40
12921701531000,MWr,40
12921701566000,MWr,40
12921701605000,MWr,40
12921701640000,MWr,40
12921701675000,MWr,40
12921701710000,MWr,40
12921701745000,MWr,40
12921701780000,MWr,40
12921701815000,MWr,40
12921701850000,MWr,40
12921701889000,MWr,40
12921701936000,MWr,40
12921701971000,MWr,40
12921702006000,MWr,40
12921702041000,MWr,40
12921702076000,MWr,40
12921702111000,MWr,40
12921702150000,MWr,40
12921702185000,MWr,40
12921702220000,MWr,40
12921702255000,MWr,40
12921702290000,MWr,40
12921702325000,MWr,40
12921702360000,MWr,40
12921702399000,MWr,40
12921702434000,MWr,40
12921702469000,MWr,40
12921702504000,MWr,40
12921702539000,MWr,40
12921702574000,MWr,40
12921702609000,MWr,40
12921702648000,MWr,40
12921702683000,MWr,40
12921702718000,MWr,40
12921702753000,MWr,40
12921702788000,MWr,40
12921702823000,MWr,40
12921702858000,MWr,40
12921702897000,MWr,40
12921702932000,MWr,40
12921702967000,MWr,40
12921703002000,MWr,40
12921703037000,MWr,40
12921703072000,MWr,40
12921703107000,MWr,40
12921703142000,MWr,40
12921703181000,MWr,40
12921703216000,MWr,40
12921703251000,MWr,40
12921703286000,MWr,40
12921703321000,MWr,40
12921703356000,MWr,40
12921703391000,MWr,40
12921703430000,MWr,40
12921703465000,MWr,40
12921703500000,MWr,40
12921703535000,MWr,40
12921703570000,MWr,40
12921703605000,MWr,40
12921703640000,MWr,40
12921703679000,MWr,40
12921703714000,MWr,40
12921703749000,MWr,40
12921703784000,MWr,40
12921703819000,MWr,40
12921703854000,MWr,40
12921703889000,MWr,40
12921703924000,MWr,40
12921703963000,MWr,40
12921703998000,MWr,40
12921704033000,MWr,40
12921704068000,MWr,40
12921704103000,MWr,40
12921704138000,MWr,40
12921704173000,MWr,40
12921704212000,MWr,40
12921704247000,MWr,40
12921704282000,MWr,40
12921704317000,MWr,40
12921704352000,MWr,40
12921704387000,MWr,40
12921704422000,MWr,40
12921704461000,MWr,40
12921704496000,MWr,40
12921704531000,MWr,40
12921704566000,MWr,40
12921704601000,MWr,40
12921704636000,MWr,40
12921704671000,MWr,40
12921704706000,MWr,40
12921704745000,MWr,40
12921704780000,MWr,40
12921704815000,MWr,40
12921704850000,MWr,40
12921704885000,MWr,40
12921704940000,MWr,40
12921704979000,MWr,40
12921705014000,MWr,40
12921705049000,MWr,40
12921705084000,MWr,40
12921705119000,MWr,40
12921705154000,MWr,40
12921705189000,MWr,40
12921705224000,MWr,40
12921705263000,MWr,40
12921705298000,MWr,40
12921705333000,MWr,40
12921705368000,MWr,40
12921705403000,MWr,40
12921705438000,MWr,40
12921705473000,MWr,40
12921705512000,MWr,40
12921705547000,MWr,40
12921705582000,MWr,40
12921705617000,MWr,40
12921705652000,MWr,40
12921705687000,MWr,40
12921705722000,MWr,40
12921705761000,MWr,40
12921705796000,MWr,40
12921705831000,MWr,40
12921705866000,MWr,40
12921705901000,MWr,40
12921705936000,MWr,40
12921705971000,MWr,40
12921706006000,MWr,40
12921706045000,MWr,40
12921706080000,MWr,40
12921706115000,MWr,40
12921706150000,MWr,40
12921706185000,MWr,40
12921706220000,MWr,40
12921706255000,MWr,40
12921706294000,MWr,40
12921706329000,MWr,40
12921706364000,MWr,40
12921706399000,MWr,40
12921706434000,MWr,40
12921706469000,MWr,40
12921706504000,MWr,40
12921706543000,MWr,40
12921706578000,MWr,40
12921706613000,MWr,40
12921706648000,MWr,40
12921706683000,MWr,40
12921706718000,MWr,40
12921706753000,MWr,40
12921706788000,MWr,40
12921706827000,MWr,40
12921706862000,MWr,40
12921706897000,MWr,40
12921706932000,MWr,40
12921706967000,MWr,40
12921707004000,MWr,40
12921707037000,MWr,40
12921707076000,MWr,40
12921707111000,MWr,40
12921707148000,MWr,40
12921707183000,MWr,40
12921707218000,MWr,40
12921707253000,MWr,40
12921707288000,MWr,40
12921707327000,MWr,40
12921707362000,MWr,40
12921707397000,MWr,40
12921707432000,MWr,40
12921707467000,MWr,40
12921707502000,MWr,40
12921707537000,MWr,40
12921707572000,MWr,40
12921707611000,MWr,40
12921707646000,MWr,40
12921707681000,MWr,40
12921707716000,MWr,40
12921707751000,MWr,40
12921707786000,MWr,40
12921707821000,MWr,40
12921707860000,MWr,40
12921707895000,MWr,40
12921707950000,MWr,40
12921707985000,MWr,40
12921708020000,MWr,40
12921708055000,MWr,40
12921709824000,MWr,40
12921709859000,MWr,40
12921709894000,MWr,40
12921709933000,MWr,40
12921709968000,MWr,40
12921710003000,MWr,40
12921710038000,MWr,40
12921710073000,MWr,40
12921710108000,MWr,40
12921710143000,MWr,40
12921710182000,MWr,40
12921710217000,MWr,40
12921710252000,MWr,40
12921710287000,MWr,40
12921710322000,MWr,40
12921710357000,MWr,40
12921710392000,MWr,40
12921710427000,MWr,40
12921710466000,MWr,40
12921710501000,MWr,40
12921710536000,MWr,40
12921710573000,MWr,40
12921710608000,MWr,40
12921710643000,MWr,40
12921710678000,MWr,40
12921710717000,MWr,40
12921710752000,MWr,40
12921710787000,MWr,40
12921710822000,MWr,40
12921710857000,MWr,40
12921710892000,MWr,40
12921710927000,MWr,40
12921710978000,MWr,40
12921711013000,MWr,40
12921711048000,MWr,40
12921711083000,MWr,40
12921711118000,MWr,40
12921711153000,MWr,40
12921711188000,MWr,40
12921711227000,MWr,40
12921711262000,MWr,40
12921711297000,MWr,40
12921711332000,MWr,40
12921711367000,MWr,40
12921711402000,MWr,40
12921711437000,MWr,40
12921711472000,MWr,40
12921711511000,MWr,40
12921711546000,MWr,40
12921711581000,MWr,40
12921711618000,MWr,40
12921711651000,MWr,40
12921711688000,MWr,40
12921711723000,MWr,40
12921711762000,MWr,40
12921711797000,MWr,40
12921711832000,MWr,40
12921711867000,MWr,40
12921711902000,MWr,40
12921711937000,MWr,40
12921711972000,MWr,40
12921712011000,MWr,40
12921712046000,MWr,40
12921712081000,MWr,40
12921712116000,MWr,40
12921712151000,MWr,40
12921712186000,MWr,40
12921712221000,MWr,40
12921712256000,MWr,40
12921712295000,MWr,40
12921712330000,MWr,40
12921712365000,MWr,40
12921712400000,MWr,40
12921712435000,MWr,40
12921712470000,MWr,40
12921712505000,MWr,40
12921712544000,MWr,40
12921712581000,MWr,40
12921712614000,MWr,40
12921712649000,MWr,40
12921712684000,MWr,40
12921712721000,MWr,40
12921712756000,MWr,40
12921712795000,MWr,40
12921712830000,MWr,40
12921712865000,MWr,40
12921712900000,MWr,40
12921712935000,MWr,40
12921712970000,MWr,40
12921713005000,MWr,40
12921713040000,MWr,40
12921713079000,MWr,40
12921713114000,MWr,40
12921713149000,MWr,40
12921713184000,MWr,40
12921713219000,MWr,40
12921713254000,MWr,40
12921713289000,MWr,40
12921713328000,MWr,40
12921713363000,MWr,40
12921713398000,MWr,40
12921713433000,MWr,40
12921713468000,MWr,40
12921713503000,MWr,40
12921713540000,MWr,40
12921713577000,MWr,40
12921713614000,MWr,40
12921713649000,MWr,40
12921713684000,MWr,40
12921713719000,MWr,40
12921713754000,MWr,40
12921713789000,MWr,40
12921713828000,MWr,40
12921713863000,MWr,40
12921713898000,MWr,40
12921713933000,MWr,40
12921713980000,MWr,40
12921714015000,MWr,40
12921714050000,MWr,40
12921714089000,MWr,40
12921714124000,MWr,40
12921714159000,MWr,40
12921714194000,MWr,40
12921714229000,MWr,40
12921714264000,MWr,40
12921714299000,MWr,40
12921714334000,MWr,40
12921714375000,MWr,40
12921714408000,MWr,40
12921714445000,MWr,40
12921714480000,MWr,40
12921714515000,MWr,40
12921714550000,MWr,40
12921714585000,MWr,40
12921714624000,MWr,40
12921714659000,MWr,40
12921714694000,MWr,40
12921714729000,MWr,40
12921714764000,MWr,40
12921714799000,MWr,40
12921714834000,MWr,40
12921714873000,MWr,40
12921714908000,MWr,40
12921714943000,MWr,40
12921714978000,MWr,40
12921715013000,MWr,40
12921715048000,MWr,40
12921715083000,MWr,40
12921715118000,MWr,40
12921715157000,MWr,40
12921715194000,MWr,40
12921715229000,MWr,40
12921715264000,MWr,40
12921715299000,MWr,40
12921715334000,MWr,40
12921715369000,MWr,40
12921715408000,MWr,40
12921715443000,MWr,40
12921715478000,MWr,40
12921715513000,MWr,40
12921715548000,MWr,40
12921715583000,MWr,40
12921715618000,MWr,40
12921715657000,MWr,40
12921715692000,MWr,40
12921715727000,MWr,40
12921715762000,MWr,40
12921715797000,MWr,40
12921715832000,MWr,40
12921715867000,MWr,40
12921715902000,MWr,40
12921715943000,MWr,40
12921715978000,MWr,40
12921716013000,MWr,40
12921716048000,MWr,40
12921716083000,MWr,40
12921716118000,MWr,40
12921716153000,MWr,40
12921716192000,MWr,40
12921716227000,MWr,40
12921716262000,MWr,40
12921716297000,MWr,40
12921716332000,MWr,40
12921716367000,MWr,40
12921716402000,MWr,40
12921716441000,MWr,40
12921716476000,MWr,40
12921716511000,MWr,40
12921716546000,MWr,40
12921716581000,MWr,40
12921716618000,MWr,40
12921716653000,MWr,40
12921716688000,MWr,40
12921716727000,MWr,40
12921716762000,MWr,40
12921716797000,MWr,40
12921716832000,MWr,40
12921716867000,MWr,40
12921716902000,MWr,40
12921716937000,MWr,40
12921716988000,MWr,40
12921717023000,MWr,40
12921717058000,MWr,40
12921717093000,MWr,40
12921717128000,MWr,40
12921717163000,MWr,40
12921717200000,MWr,40
12921717239000,MWr,40
12921717274000,MWr,40
12921717309000,MWr,40
12921717344000,MWr,40
12921717379000,MWr,40
12921717414000,MWr,40
12921717449000,MWr,40
12921717488000,MWr,40
12921717523000,MWr,40
12921717558000,MWr,40
12921717593000,MWr,40
12921717628000,MWr,40
12921717663000,MWr,40
12921717698000,MWr,40
12921717733000,MWr,40
12921717772000,MWr,40
12921717807000,MWr,40
12921717842000,MWr,40
12921717879000,MWr,40
12921717914000,MWr,40
12921717949000,MWr,40
12921717984000,MWr,40
12921718023000,MWr,40
12921718058000,MWr,40
12921718093000,MWr,40
12921718128000,MWr,40
12921718163000,MWr,40
12921718198000,MWr,40
12921718233000,MWr,40
12921718272000,MWr,40
12921718307000,MWr,40
12921718342000,MWr,40
12921718377000,MWr,40
12921718412000,MWr,40
12921718447000,MWr,40
12921718484000,MWr,40
12921718523000,MWr,40
12921718558000,MWr,40
12921718593000,MWr,40
12921718628000,MWr,40
12921718663000,MWr,40
12921718698000,MWr,40
12921718733000,MWr,40
12921718768000,MWr,40
12921718807000,MWr,40
12921718842000,MWr,40
12921718877000,MWr,40
12921718912000,MWr,40
12921718947000,MWr,40
12921718982000,MWr,40
12921719017000,MWr,40
12921719058000,MWr,40
12921719093000,MWr,40
12921719128000,MWr,40
12921719163000,MWr,40
12921719198000,MWr,40
12921719233000,MWr,40
12921719268000,MWr,40
12921719307000,MWr,40
12921719342000,MWr,40
12921719377000,MWr,40
12921719412000,MWr,40
12921719447000,MWr,40
12921719482000,MWr,40
12921719517000,MWr,40
12921719552000,MWr,40
12921719593000,MWr,40
12921719628000,MWr,40
12921719663000,MWr,40
12921719698000,MWr,40
12921719733000,MWr,40
12921719768000,MWr,40
12921719803000,MWr,40
12921719842000,MWr,40
12921719877000,MWr,40
12921719912000,MWr,40
12921719947000,MWr,40
12921720002000,MWr,40
12921720037000,MWr,40
12921720072000,MWr,40
12921720111000,MWr,40
12921720148000,MWr,40
12921720183000,MWr,40
12921720218000,MWr,40
12921720253000,MWr,40
12921720288000,MWr,40
12921720323000,MWr,40
12921720362000,MWr,40
12921720397000,MWr,40
12921720432000,MWr,40
12921720467000,MWr,40
12921720502000,MWr,40
12921720537000,MWr,40
12921720572000,MWr,40
12921720611000,MWr,40
12921720646000,MWr,40
12921720683000,MWr,40
12921720718000,MWr,40
12921720753000,MWr,40
12921720788000,MWr,40
12921720823000,MWr,40
12921720858000,MWr,40
12921720897000,MWr,40
12921720932000,MWr,40
12921720967000,MWr,40
12921721002000,MWr,40
12921721037000,MWr,40
12921721072000,MWr,40
12921721107000,MWr,40
12921721146000,MWr,40
12921721183000,MWr,40
12921721218000,MWr,40
12921721253000,MWr,40
12921727682000,MWr,40
12921727717000,MWr,40
12921727752000,MWr,40
12921727787000,MWr,40
12921727824000,MWr,40
12921727857000,MWr,40
12921727894000,MWr,40
12921727933000,MWr,40
12921727968000,MWr,40
12921728003000,MWr,40
12921728038000,MWr,40
12921728073000,MWr,40
12921728108000,MWr,40
12921728143000,MWr,40
12921728182000,MWr,40
12921728217000,MWr,40
12921728252000,MWr,40
12921728287000,MWr,40
12921728322000,MWr,40
12921728357000,MWr,40
12921728392000,MWr,40
12921728431000,MWr,40
12921728466000,MWr,40
12921728501000,MWr,40
12921728536000,MWr,40
12921728571000,MWr,40
12921728606000,MWr,40
12921728641000,MWr,40
12921728676000,MWr,40
12921728715000,MWr,40
12921728750000,MWr,40
12921728785000,MWr,40
12921728820000,MWr,40
12921728855000,MWr,40
12921728890000,MWr,40
12921728925000,MWr,40
12921728964000,MWr,40
12921728999000,MWr,40
12921729048000,MWr,40
12921729083000,MWr,40
12921729118000,MWr,40
12921729153000,MWr,40
12921729188000,MWr,40
12921729227000,MWr,40
12921729262000,MWr,40
12921729297000,MWr,40
12921729332000,MWr,40
12921729367000,MWr,40
12921729402000,MWr,40
12921729437000,MWr,40
12921729476000,MWr,40
12921729511000,MWr,40
12921729546000,MWr,40
12921729581000,MWr,40
12921729616000,MWr,40
12921729651000,MWr,40
12921729686000,MWr,40
12921729721000,MWr,40
12921729760000,MWr,40
12921729795000,MWr,40
12921729830000,MWr,40
12921729865000,MWr,40
12921729900000,MWr,40
12921729935000,MWr,40
12921729970000,MWr,40
12921730009000,MWr,40
12921730044000,MWr,40
12921730079000,MWr,40
12921730114000,MWr,40
12921730149000,MWr,40
12921730184000,MWr,40
12921730219000,MWr,40
12921730258000,MWr,40
12921730293000,MWr,40
12921730328000,MWr,40
12921730363000,MWr,40
12921730398000,MWr,40
12921730433000,MWr,40
12921730468000,MWr,40
12921730503000,MWr,40
12921730542000,MWr,40
12921730579000,MWr,40
12921730614000,MWr,40
12921730649000,MWr,40
12921730684000,MWr,40
12921730719000,MWr,40
12921730754000,MWr,40
12921730793000,MWr,40
12921730828000,MWr,40
12921730863000,MWr,40
12921730898000,MWr,40
12921730933000,MWr,40
12921730968000,MWr,40
12921731003000,MWr,40
12921731042000,MWr,40
12921731077000,MWr,40
12921731112000,MWr,40
12921731147000,MWr,40
12921731182000,MWr,40
12921731217000,MWr,40
12921731252000,MWr,40
12921731287000,MWr,40
12921731326000,MWr,40
12921731361000,MWr,40
12921731396000,MWr,40
12921731431000,MWr,40
12921731466000,MWr,40
12921731501000,MWr,40
12921731536000,MWr,40
12921731575000,MWr,40
12921731610000,MWr,40
12921731645000,MWr,40
12921731680000,MWr,40
12921731715000,MWr,40
12921731750000,MWr,40
12921731785000,MWr,40
12921731824000,MWr,40
12921731859000,MWr,40
12921731894000,MWr,40
12921731929000,MWr,40
12921731964000,MWr,40
12921731999000,MWr,40
12921732054000,MWr,40
12921732093000,MWr,40
12921732128000,MWr,40
12921732163000,MWr,40
12921732198000,MWr,40
12921732233000,MWr,40
12921732268000,MWr,40
12921732303000,MWr,40
12921732342000,MWr,40
12921732377000,MWr,40
12921732412000,MWr,40
12921732447000,MWr,40
12921732484000,MWr,40
12921732519000,MWr,40
12921732552000,MWr,40
12921732587000,MWr,40
12921732626000,MWr,40
12921732663000,MWr,40
12921732696000,MWr,40
12921732733000,MWr,40
12921732768000,MWr,40
12921732803000,MWr,40
12921732838000,MWr,40
12921732877000,MWr,40
12921732912000,MWr,40
12921732947000,MWr,40
12921732982000,MWr,40
12921733017000,MWr,40
12921733052000,MWr,40
12921733087000,MWr,40
12921733126000,MWr,40
12921733161000,MWr,40
12921733196000,MWr,40
12921733231000,MWr,40
12921733266000,MWr,40
12921733301000,MWr,40
12921733336000,MWr,40
12921733371000,MWr,40
12921733410000,MWr,40
12921733445000,MWr,40
12921733480000,MWr,40
12921733515000,MWr,40
12921733550000,MWr,40
12921733585000,MWr,40
12921733620000,MWr,40
12921733659000,MWr,40
12921733694000,MWr,40
12921733729000,MWr,40
12921733764000,MWr,40
12921733799000,MWr,40
12921733834000,MWr,40
12921733869000,MWr,40
12921733908000,MWr,40
12921733943000,MWr,40
12921733978000,MWr,40
12921734013000,MWr,40
12921734048000,MWr,40
12921734083000,MWr,40
12921734118000,MWr,40
12921734157000,MWr,40
12921734192000,MWr,40
12921734227000,MWr,40
12921734262000,MWr,40
12921734297000,MWr,40
12921734332000,MWr,40
12921734367000,MWr,40
12921734402000,MWr,40
12921734441000,MWr,40
12921734476000,MWr,40
12921734511000,MWr,40
12921734546000,MWr,40
12921734581000,MWr,40
12921734616000,MWr,40
12921734651000,MWr,40
12921734690000,MWr,40
12921734725000,MWr,40
12921734760000,MWr,40
12921734795000,MWr,40
12921734830000,MWr,40
12921734865000,MWr,40
12921734900000,MWr,40
12921734939000,MWr,40
12921734974000,MWr,40
12921735009000,MWr,40
12921735064000,MWr,40
12921735099000,MWr,40
12921735134000,MWr,40
12921735169000,MWr,40
12921735208000,MWr,40
12921735243000,MWr,40
12921735278000,MWr,40
12921735313000,MWr,40
12921735348000,MWr,40
12921735383000,MWr,40
12921735418000,MWr,40
12921735457000,MWr,40
12921735492000,MWr,40
12921735527000,MWr,40
12921735562000,MWr,40
12921735597000,MWr,40
12921735632000,MWr,40
12921735667000,MWr,40
12921735702000,MWr,40
12921735741000,MWr,40
12921735776000,MWr,40
12921735811000,MWr,40
12921735846000,MWr,40
12921735881000,MWr,40
12921735916000,MWr,40
12921735951000,MWr,40
12921735990000,MWr,40
12921736025000,MWr,40
12921736060000,MWr,40
12921736095000,MWr,40
12921736130000,MWr,40
12921736165000,MWr,40
12921736200000,MWr,40
12921736239000,MWr,40
12921736274000,MWr,40
12921736309000,MWr,40
12921736344000,MWr,40
12921736379000,MWr,40
12921736414000,MWr,40
12921736449000,MWr,40
12921736484000,MWr,40
12921736523000,MWr,40
12921736558000,MWr,40
12921736593000,MWr,40
12921736628000,MWr,40
12921736663000,MWr,40
12921736698000,MWr,40
12921736733000,MWr,40
12921736772000,MWr,40
12921736807000,MWr,40
12921736842000,MWr,40
12921736877000,MWr,40
12921736912000,MWr,40
12921736947000,MWr,40
12921736982000,MWr,40
12921737021000,MWr,40
12921737056000,MWr,40
12921737091000,MWr,40
12921737126000,MWr,40
12921737161000,MWr,40
12921737196000,MWr,40
12921737231000,MWr,40
12921737266000,MWr,40
12921737305000,MWr,40
12921737340000,MWr,40
12921737375000,MWr,40
12921737410000,MWr,40
12921737445000,MWr,40
12921737480000,MWr,40
12921737515000,MWr,40
12921737554000,MWr,40
12921737589000,MWr,40
12921737624000,MWr,40
12921737659000,MWr,40
12921737694000,MWr,40
12921737729000,MWr,40
12921737764000,MWr,40
12921737803000,MWr,40
12921737838000,MWr,40
12921737873000,MWr,40
12921737908000,MWr,40
12921737943000,MWr,40
12921737978000,MWr,40
12921738013000,MWr,40
12921738072000,MWr,40
12921738107000,MWr,40
12921738142000,MWr,40
12921738177000,MWr,40
12921738212000,MWr,40
12921738247000,MWr,40
12921738282000,MWr,40
12921738321000,MWr,40
12921738356000,MWr,40
12921738391000,MWr,40
12921738426000,MWr,40
12921738461000,MWr,40
12921738496000,MWr,40
12921738531000,MWr,40
12921738566000,MWr,40
12921738605000,MWr,40
12921738640000,MWr,40
12921738675000,MWr,40
12921738710000,MWr,40
12921738745000,MWr,40
12921738780000,MWr,40
12921738815000,MWr,40
12921738854000,MWr,40
12921738889000,MWr,40
12921738924000,MWr,40
12921738959000,MWr,40
12921738994000,MWr,40
12921739029000,MWr,40
12921739064000,MWr,40
12921739103000,MWr,40
12921739138000,MWr,40
12921739173000,MWr,40
12921739208000,MWr,40
12921739243000,MWr,40
12921739278000,MWr,40
12921739313000,MWr,40
12921739348000,MWr,40
12921739387000,MWr,40
12921739422000,MWr,40
12921739457000,MWr,40
12921739492000,MWr,40
12921739527000,MWr,40
12921739562000,MWr,40
12921739597000,MWr,40
12921739638000,MWr,40
12921739671000,MWr,40
12921739706000,MWr,40
12921739741000,MWr,40
12921739776000,MWr,40
12921739811000,MWr,40
12921739846000,MWr,40
12921739885000,MWr,40
12921739920000,MWr,40
12921739955000,MWr,40
12921739992000,MWr,40
12921740025000,MWr,40
12921740062000,MWr,40
12921740097000,MWr,40
12921740132000,MWr,40
12921740171000,MWr,40
12921740206000,MWr,40
12921740241000,MWr,40
12921740276000,MWr,40
12921740311000,MWr,40
12921740346000,MWr,40
12921740381000,MWr,40
12921740420000,MWr,40
12921740455000,MWr,40
12921740490000,MWr,40
12921740525000,MWr,40
12921740560000,MWr,40
12921740595000,MWr,40
12921740630000,MWr,40
12921740669000,MWr,40
12921740704000,MWr,40
12921740739000,MWr,40
12921740774000,MWr,40
12921740809000,MWr,40
12921740844000,MWr,40
12921740879000,MWr,40
12921740918000,MWr,40
12921740953000,MWr,40
12921740988000,MWr,40
12921741023000,MWr,40
12921741078000,MWr,40
12921741113000,MWr,40
12921741148000,MWr,40
12921741187000,MWr,40
12921741222000,MWr,40
12921741257000,MWr,40
12921741292000,MWr,40
12921741327000,MWr,40
12921741362000,MWr,40
12921741397000,MWr,40
12921741432000,MWr,40
12921741471000,MWr,40
12921741506000,MWr,40
12921741541000,MWr,40
